2026-07-02 18:50:56.313388,0,0,FAILED,10.01
2026-07-02 18:53:08.572246,0,0,FAILED,10.0
2026-07-02 18:55:59.871418,5,5,SUCCESS,1.15
2026-07-02 19:05:19.315287,5,5,SUCCESS,0.67
